Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
990,Umbrella Corp 990,umbrellacorp990.com,2014,Software,201-500,"New York, England, UK",UK,https://linkedin.com/company/umbrellacorp990,3264,3391
991,Umbrella Corp 991,umbrellacorp991.com,1980,Food & Beverage,1001-5000,"Los Angeles, NY, UK",UK,https://linkedin.com/company/umbrellacorp991,5726,5907
992,Oscorp Corp 992,oscorpcorp992.com,1964,Finance,1001-5000,"Gotham, CA, USA",USA,https://linkedin.com/company/oscorpcorp992,3767,4113
993,Tyrell Corp 993,tyrellcorp993.com,2018,Finance,501-1000,"New York, CA, UK",UK,https://linkedin.com/company/tyrellcorp993,7691,8003
994,Oscorp Corp 994,oscorpcorp994.com,1963,Pharma,1001-5000,"San Francisco, England, USA",USA,https://linkedin.com/company/oscorpcorp994,1415,1767
995,Umbrella Corp 995,umbrellacorp995.com,1979,Industrial,5001-10000,"Palo Alto, NY, UK",UK,https://linkedin.com/company/umbrellacorp995,7905,8263
996,Tyrell Corp 996,tyrellcorp996.com,2008,Food & Beverage,501-1000,"Gotham, CA, UK",UK,https://linkedin.com/company/tyrellcorp996,5342,5479
997,Wonka Corp 997,wonkacorp997.com,2014,Software,501-1000,"Los Angeles, CA, UK",UK,https://linkedin.com/company/wonkacorp997,9298,9415
998,Hooli Corp 998,hoolicorp998.com,1998,Chemicals,501-1000,"Gotham, CA, UK",UK,https://linkedin.com/company/hoolicorp998,6166,6188
999,Hooli Corp 999,hoolicorp999.com,1986,Finance,501-1000,"Gotham, NY, UK",UK,https://linkedin.com/company/hoolicorp999,1205,1606
1000,Acme Corp 1000,acmecorp1000.com,2017,Industrial,5001-10000,"Raccoon City, NY, UK",UK,https://linkedin.com/company/acmecorp1000,1239,1299
1,Oscorp Corp 1,oscorpcorp1.com,1966,Tech,11-50,"Gotham, NY, UK",UK,https://linkedin.com/company/oscorpcorp1,5904,6249
2,Hooli Corp 2,hoolicorp2.com,1973,Tech,201-500,"Raccoon City, State, UK",UK,https://linkedin.com/company/hoolicorp2,547,595
3,Hooli Corp 3,hoolicorp3.com,1998,Engineering,1001-5000,"Los Angeles, NY, UK",UK,https://linkedin.com/company/hoolicorp3,4903,5353
4,Stark Corp 4,starkcorp4.com,1981,Technology,1001-5000,"Gotham, State, UK",UK,https://linkedin.com/company/starkcorp4,1904,2079
5,Wayne Corp 5,waynecorp5.com,1962,Industrial,11-50,"New York, NY, USA",USA,https://linkedin.com/company/waynecorp5,9453,9539
6,Hooli Corp 6,hoolicorp6.com,1960,Industrial,1001-5000,"London, NY, USA",USA,https://linkedin.com/company/hoolicorp6,4912,5405
7,Stark Corp 7,starkcorp7.com,2013,Finance,1001-5000,"Los Angeles, State, USA",USA,https://linkedin.com/company/starkcorp7,7404,7868
8,Hooli Corp 8,hoolicorp8.com,1974,Technology,51-200,"Raccoon City, England, UK",UK,https://linkedin.com/company/hoolicorp8,8042,8390
9,Acme Corp 9,acmecorp9.com,2009,Software,5001-10000,"Raccoon City, State, UK",UK,https://linkedin.com/company/acmecorp9,4704,5010
10,Hooli Corp 10,hoolicorp10.com,2008,Biotech,5001-10000,"Palo Alto, CA, UK",UK,https://linkedin.com/company/hoolicorp10,2026,2119
11,Stark Corp 11,starkcorp11.com,2000,Tech,501-1000,"Palo Alto, NY, UK",UK,https://linkedin.com/company/starkcorp11,2782,3108
12,Oscorp Corp 12,oscorpcorp12.com,1979,Pharma,11-50,"Palo Alto, CA, UK",UK,https://linkedin.com/company/oscorpcorp12,3635,4053
13,Globex Corp 13,globexcorp13.com,1996,Industrial,5001-10000,"Los Angeles, State, USA",USA,https://linkedin.com/company/globexcorp13,37,535
14,Wonka Corp 14,wonkacorp14.com,1982,Industrial,201-500,"Los Angeles, State, UK",UK,https://linkedin.com/company/wonkacorp14,5180,5502
15,Initech Corp 15,initechcorp15.com,2000,Chemicals,201-500,"Los Angeles, England, UK",UK,https://linkedin.com/company/initechcorp15,1610,2108
16,Umbrella Corp 16,umbrellacorp16.com,1992,Biotech,201-500,"Raccoon City, State, USA",USA,https://linkedin.com/company/umbrellacorp16,2578,2892
17,Wayne Corp 17,waynecorp17.com,1989,Tech,5001-10000,"London, NY, UK",UK,https://linkedin.com/company/waynecorp17,4192,4653
18,Wonka Corp 18,wonkacorp18.com,1989,Chemicals,1001-5000,"London, State, UK",UK,https://linkedin.com/company/wonkacorp18,4117,4402
19,Stark Corp 19,starkcorp19.com,1962,Technology,5001-10000,"Raccoon City, NY, USA",USA,https://linkedin.com/company/starkcorp19,3975,4012
20,Umbrella Corp 20,umbrellacorp20.com,1973,Industrial,5001-10000,"London, NY, UK",UK,https://linkedin.com/company/umbrellacorp20,9468,9869
21,Umbrella Corp 21,umbrellacorp21.com,2011,Food & Beverage,11-50,"Gotham, NY, UK",UK,https://linkedin.com/company/umbrellacorp21,8169,8536
22,Globex Corp 22,globexcorp22.com,1978,Pharma,51-200,"Raccoon City, England, USA",USA,https://linkedin.com/company/globexcorp22,5118,5548
23,Globex Corp 23,globexcorp23.com,1978,Finance,501-1000,"Los Angeles, State, USA",USA,https://linkedin.com/company/globexcorp23,6357,6675
24,Oscorp Corp 24,oscorpcorp24.com,2000,Pharma,11-50,"London, England, UK",UK,https://linkedin.com/company/oscorpcorp24,3439,3549
25,Acme Corp 25,acmecorp25.com,2021,Chemicals,1001-5000,"Los Angeles, State, UK",UK,https://linkedin.com/company/acmecorp25,1570,1932
26,Umbrella Corp 26,umbrellacorp26.com,1961,Chemicals,5001-10000,"San Francisco, State, USA",USA,https://linkedin.com/company/umbrellacorp26,9058,9309
27,Wayne Corp 27,waynecorp27.com,1971,Tech,501-1000,"San Francisco, CA, USA",USA,https://linkedin.com/company/waynecorp27,4844,5223
28,Stark Corp 28,starkcorp28.com,2018,Tech,201-500,"London, CA, USA",USA,https://linkedin.com/company/starkcorp28,2333,2452
29,Tyrell Corp 29,tyrellcorp29.com,1999,Technology,5001-10000,"Palo Alto, State, UK",UK,https://linkedin.com/company/tyrellcorp29,5315,5423
30,Oscorp Corp 30,oscorpcorp30.com,1969,Engineering,11-50,"London, NY, USA",USA,https://linkedin.com/company/oscorpcorp30,4490,4785
31,Umbrella Corp 31,umbrellacorp31.com,1990,Biotech,501-1000,"Palo Alto, England, USA",USA,https://linkedin.com/company/umbrellacorp31,4887,5238
32,Hooli Corp 32,hoolicorp32.com,2016,Pharma,51-200,"Gotham, State, USA",USA,https://linkedin.com/company/hoolicorp32,1502,1648
33,Wonka Corp 33,wonkacorp33.com,1981,Tech,11-50,"Palo Alto, State, UK",UK,https://linkedin.com/company/wonkacorp33,9745,9749
34,Wonka Corp 34,wonkacorp34.com,1979,Engineering,1001-5000,"Palo Alto, England, USA",USA,https://linkedin.com/company/wonkacorp34,3268,3635
35,Oscorp Corp 35,oscorpcorp35.com,1988,Biotech,11-50,"Palo Alto, State, USA",USA,https://linkedin.com/company/oscorpcorp35,5700,5771
36,Stark Corp 36,starkcorp36.com,1987,Chemicals,1001-5000,"London, NY, UK",UK,https://linkedin.com/company/starkcorp36,417,810
37,Wayne Corp 37,waynecorp37.com,1965,Software,501-1000,"New York, NY, UK",UK,https://linkedin.com/company/waynecorp37,1605,1896
38,Stark Corp 38,starkcorp38.com,2016,Industrial,1001-5000,"New York, State, USA",USA,https://linkedin.com/company/starkcorp38,5852,5901
39,Globex Corp 39,globexcorp39.com,1987,Industrial,5001-10000,"Gotham, CA, USA",USA,https://linkedin.com/company/globexcorp39,6692,6864
40,Wonka Corp 40,wonkacorp40.com,1976,Biotech,51-200,"San Francisco, England, UK",UK,https://linkedin.com/company/wonkacorp40,5764,6056
41,Hooli Corp 41,hoolicorp41.com,1960,Tech,11-50,"New York, State, USA",USA,https://linkedin.com/company/hoolicorp41,1735,1952
42,Wayne Corp 42,waynecorp42.com,1988,Chemicals,11-50,"Palo Alto, England, USA",USA,https://linkedin.com/company/waynecorp42,7172,7226
43,Hooli Corp 43,hoolicorp43.com,1970,Technology,201-500,"Palo Alto, England, UK",UK,https://linkedin.com/company/hoolicorp43,5062,5440
44,Hooli Corp 44,hoolicorp44.com,2002,Tech,201-500,"Raccoon City, CA, UK",UK,https://linkedin.com/company/hoolicorp44,2295,2508
45,Wayne Corp 45,waynecorp45.com,1993,Food & Beverage,201-500,"Los Angeles, England, USA",USA,https://linkedin.com/company/waynecorp45,9682,9897
46,Wayne Corp 46,waynecorp46.com,1995,Biotech,11-50,"New York, CA, UK",UK,https://linkedin.com/company/waynecorp46,6143,6408
47,Acme Corp 47,acmecorp47.com,2004,Tech,1001-5000,"New York, England, USA",USA,https://linkedin.com/company/acmecorp47,3234,3589
48,Umbrella Corp 48,umbrellacorp48.com,2004,Technology,5001-10000,"San Francisco, NY, USA",USA,https://linkedin.com/company/umbrellacorp48,1623,1938
49,Initech Corp 49,initechcorp49.com,1983,Tech,1001-5000,"New York, CA, UK",UK,https://linkedin.com/company/initechcorp49,3832,4123
50,Wonka Corp 50,wonkacorp50.com,1979,Chemicals,11-50,"London, State, USA",USA,https://linkedin.com/company/wonkacorp50,1140,1585
51,Oscorp Corp 51,oscorpcorp51.com,1971,Industrial,51-200,"London, State, USA",USA,https://linkedin.com/company/oscorpcorp51,1595,1776
52,Wonka Corp 52,wonkacorp52.com,1989,Food & Beverage,1001-5000,"London, England, USA",USA,https://linkedin.com/company/wonkacorp52,6746,6844
53,Umbrella Corp 53,umbrellacorp53.com,1963,Industrial,51-200,"Raccoon City, NY, UK",UK,https://linkedin.com/company/umbrellacorp53,8627,8743
54,Stark Corp 54,starkcorp54.com,2001,Industrial,11-50,"Palo Alto, NY, UK",UK,https://linkedin.com/company/starkcorp54,2431,2793
55,Tyrell Corp 55,tyrellcorp55.com,1975,Finance,51-200,"San Francisco, England, USA",USA,https://linkedin.com/company/tyrellcorp55,6202,6424
56,Hooli Corp 56,hoolicorp56.com,1963,Tech,5001-10000,"Palo Alto, England, UK",UK,https://linkedin.com/company/hoolicorp56,2026,2240
57,Wonka Corp 57,wonkacorp57.com,1987,Biotech,501-1000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/wonkacorp57,1828,1876
58,Umbrella Corp 58,umbrellacorp58.com,2003,Pharma,501-1000,"London, England, UK",UK,https://linkedin.com/company/umbrellacorp58,6476,6777
59,Hooli Corp 59,hoolicorp59.com,1993,Chemicals,201-500,"Gotham, NY, USA",USA,https://linkedin.com/company/hoolicorp59,8018,8076
60,Globex Corp 60,globexcorp60.com,2003,Pharma,501-1000,"Palo Alto, NY, UK",UK,https://linkedin.com/company/globexcorp60,9720,9867
61,Umbrella Corp 61,umbrellacorp61.com,1982,Chemicals,1001-5000,"Raccoon City, NY, UK",UK,https://linkedin.com/company/umbrellacorp61,7494,7887
62,Wayne Corp 62,waynecorp62.com,1973,Software,5001-10000,"New York, England, USA",USA,https://linkedin.com/company/waynecorp62,6686,6795
63,Stark Corp 63,starkcorp63.com,1973,Tech,11-50,"Gotham, England, USA",USA,https://linkedin.com/company/starkcorp63,7970,8247
64,Globex Corp 64,globexcorp64.com,1993,Chemicals,1001-5000,"London, State, UK",UK,https://linkedin.com/company/globexcorp64,1419,1550
65,Wonka Corp 65,wonkacorp65.com,1976,Biotech,5001-10000,"Gotham, NY, USA",USA,https://linkedin.com/company/wonkacorp65,2155,2376
66,Globex Corp 66,globexcorp66.com,1961,Software,11-50,"Raccoon City, State, USA",USA,https://linkedin.com/company/globexcorp66,4917,5006
67,Stark Corp 67,starkcorp67.com,1971,Software,201-500,"Palo Alto, NY, UK",UK,https://linkedin.com/company/starkcorp67,9965,10198
68,Umbrella Corp 68,umbrellacorp68.com,1972,Pharma,51-200,"New York, CA, UK",UK,https://linkedin.com/company/umbrellacorp68,6237,6594
69,Globex Corp 69,globexcorp69.com,1991,Finance,5001-10000,"Raccoon City, State, USA",USA,https://linkedin.com/company/globexcorp69,4399,4703
70,Acme Corp 70,acmecorp70.com,1994,Engineering,5001-10000,"London, State, USA",USA,https://linkedin.com/company/acmecorp70,4833,5039
71,Initech Corp 71,initechcorp71.com,1975,Industrial,11-50,"New York, State, USA",USA,https://linkedin.com/company/initechcorp71,3239,3726
72,Wonka Corp 72,wonkacorp72.com,1971,Industrial,201-500,"New York, CA, USA",USA,https://linkedin.com/company/wonkacorp72,2005,2120
73,Globex Corp 73,globexcorp73.com,2012,Technology,51-200,"Gotham, CA, USA",USA,https://linkedin.com/company/globexcorp73,6952,7397
74,Stark Corp 74,starkcorp74.com,1983,Technology,51-200,"San Francisco, England, USA",USA,https://linkedin.com/company/starkcorp74,6738,6981
75,Hooli Corp 75,hoolicorp75.com,1979,Pharma,5001-10000,"Palo Alto, State, USA",USA,https://linkedin.com/company/hoolicorp75,1016,1259
76,Stark Corp 76,starkcorp76.com,1999,Technology,11-50,"Raccoon City, State, UK",UK,https://linkedin.com/company/starkcorp76,4870,4998
77,Tyrell Corp 77,tyrellcorp77.com,1993,Industrial,51-200,"New York, England, USA",USA,https://linkedin.com/company/tyrellcorp77,3231,3437
78,Wayne Corp 78,waynecorp78.com,2013,Engineering,5001-10000,"Palo Alto, England, USA",USA,https://linkedin.com/company/waynecorp78,3349,3803
79,Wonka Corp 79,wonkacorp79.com,1978,Chemicals,11-50,"Palo Alto, NY, UK",UK,https://linkedin.com/company/wonkacorp79,4993,5352
80,Stark Corp 80,starkcorp80.com,1966,Food & Beverage,11-50,"Los Angeles, State, UK",UK,https://linkedin.com/company/starkcorp80,1273,1569
81,Umbrella Corp 81,umbrellacorp81.com,2008,Food & Beverage,51-200,"New York, CA, USA",USA,https://linkedin.com/company/umbrellacorp81,6058,6455
82,Hooli Corp 82,hoolicorp82.com,1992,Engineering,501-1000,"Raccoon City, NY, UK",UK,https://linkedin.com/company/hoolicorp82,7020,7317
83,Wonka Corp 83,wonkacorp83.com,2019,Biotech,501-1000,"Palo Alto, England, UK",UK,https://linkedin.com/company/wonkacorp83,5037,5469
84,Stark Corp 84,starkcorp84.com,1987,Finance,11-50,"New York, NY, UK",UK,https://linkedin.com/company/starkcorp84,2432,2761
85,Wonka Corp 85,wonkacorp85.com,2019,Software,501-1000,"San Francisco, CA, USA",USA,https://linkedin.com/company/wonkacorp85,9944,10380
86,Wonka Corp 86,wonkacorp86.com,1965,Tech,1001-5000,"Raccoon City, England, USA",USA,https://linkedin.com/company/wonkacorp86,1031,1106
87,Initech Corp 87,initechcorp87.com,1991,Chemicals,501-1000,"Raccoon City, NY, UK",UK,https://linkedin.com/company/initechcorp87,5792,5835
88,Initech Corp 88,initechcorp88.com,1961,Tech,5001-10000,"Raccoon City, England, USA",USA,https://linkedin.com/company/initechcorp88,2459,2572
89,Wayne Corp 89,waynecorp89.com,2001,Software,1001-5000,"London, NY, USA",USA,https://linkedin.com/company/waynecorp89,4045,4334
90,Acme Corp 90,acmecorp90.com,1981,Chemicals,1001-5000,"Los Angeles, England, UK",UK,https://linkedin.com/company/acmecorp90,8741,8991
91,Oscorp Corp 91,oscorpcorp91.com,1975,Food & Beverage,1001-5000,"New York, England, USA",USA,https://linkedin.com/company/oscorpcorp91,3869,4227
92,Oscorp Corp 92,oscorpcorp92.com,1971,Biotech,51-200,"Los Angeles, England, USA",USA,https://linkedin.com/company/oscorpcorp92,9238,9352
93,Globex Corp 93,globexcorp93.com,2007,Chemicals,5001-10000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/globexcorp93,5049,5523
94,Tyrell Corp 94,tyrellcorp94.com,1991,Technology,1001-5000,"New York, State, UK",UK,https://linkedin.com/company/tyrellcorp94,9720,10109
95,Initech Corp 95,initechcorp95.com,1999,Food & Beverage,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/initechcorp95,2150,2224
96,Wonka Corp 96,wonkacorp96.com,1972,Finance,5001-10000,"San Francisco, NY, UK",UK,https://linkedin.com/company/wonkacorp96,9619,9787
97,Wonka Corp 97,wonkacorp97.com,1997,Engineering,11-50,"Palo Alto, NY, UK",UK,https://linkedin.com/company/wonkacorp97,9230,9582
98,Umbrella Corp 98,umbrellacorp98.com,2013,Industrial,201-500,"San Francisco, State, USA",USA,https://linkedin.com/company/umbrellacorp98,1863,2120
99,Tyrell Corp 99,tyrellcorp99.com,1963,Tech,11-50,"London, NY, UK",UK,https://linkedin.com/company/tyrellcorp99,2698,2802
100,Hooli Corp 100,hoolicorp100.com,1990,Engineering,5001-10000,"Raccoon City, State, UK",UK,https://linkedin.com/company/hoolicorp100,691,813
101,Umbrella Corp 101,umbrellacorp101.com,1980,Engineering,11-50,"Los Angeles, CA, UK",UK,https://linkedin.com/company/umbrellacorp101,4576,4914
102,Stark Corp 102,starkcorp102.com,2018,Biotech,501-1000,"Los Angeles, England, USA",USA,https://linkedin.com/company/starkcorp102,1106,1182
103,Acme Corp 103,acmecorp103.com,1977,Chemicals,51-200,"Palo Alto, NY, USA",USA,https://linkedin.com/company/acmecorp103,1111,1375
104,Initech Corp 104,initechcorp104.com,2006,Finance,11-50,"Gotham, England, UK",UK,https://linkedin.com/company/initechcorp104,8732,8952
105,Oscorp Corp 105,oscorpcorp105.com,2003,Pharma,501-1000,"Gotham, NY, USA",USA,https://linkedin.com/company/oscorpcorp105,1708,2074
106,Hooli Corp 106,hoolicorp106.com,1982,Biotech,51-200,"New York, CA, USA",USA,https://linkedin.com/company/hoolicorp106,2506,2667
107,Stark Corp 107,starkcorp107.com,2009,Food & Beverage,501-1000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/starkcorp107,8144,8379
108,Stark Corp 108,starkcorp108.com,2012,Technology,11-50,"Raccoon City, CA, USA",USA,https://linkedin.com/company/starkcorp108,2293,2412
109,Hooli Corp 109,hoolicorp109.com,1979,Food & Beverage,5001-10000,"Los Angeles, England, USA",USA,https://linkedin.com/company/hoolicorp109,7590,7920
110,Umbrella Corp 110,umbrellacorp110.com,1979,Software,5001-10000,"Raccoon City, NY, USA",USA,https://linkedin.com/company/umbrellacorp110,8008,8493
111,Wonka Corp 111,wonkacorp111.com,1964,Software,1001-5000,"Gotham, State, USA",USA,https://linkedin.com/company/wonkacorp111,7704,8065
112,Initech Corp 112,initechcorp112.com,2003,Technology,501-1000,"Raccoon City, England, UK",UK,https://linkedin.com/company/initechcorp112,7558,7683
113,Initech Corp 113,initechcorp113.com,1975,Industrial,11-50,"Palo Alto, CA, UK",UK,https://linkedin.com/company/initechcorp113,5174,5196
114,Acme Corp 114,acmecorp114.com,1999,Food & Beverage,5001-10000,"Raccoon City, England, USA",USA,https://linkedin.com/company/acmecorp114,4469,4733
115,Wayne Corp 115,waynecorp115.com,2014,Biotech,1001-5000,"Palo Alto, NY, USA",USA,https://linkedin.com/company/waynecorp115,2248,2591
116,Initech Corp 116,initechcorp116.com,1980,Tech,501-1000,"Raccoon City, CA, USA",USA,https://linkedin.com/company/initechcorp116,8952,9084
117,Oscorp Corp 117,oscorpcorp117.com,1966,Software,51-200,"San Francisco, CA, UK",UK,https://linkedin.com/company/oscorpcorp117,8602,8918
118,Umbrella Corp 118,umbrellacorp118.com,2002,Tech,501-1000,"Raccoon City, NY, USA",USA,https://linkedin.com/company/umbrellacorp118,9065,9101
119,Wayne Corp 119,waynecorp119.com,1975,Engineering,501-1000,"Raccoon City, State, USA",USA,https://linkedin.com/company/waynecorp119,4660,4898
120,Umbrella Corp 120,umbrellacorp120.com,2021,Chemicals,1001-5000,"New York, England, USA",USA,https://linkedin.com/company/umbrellacorp120,5688,5756
121,Globex Corp 121,globexcorp121.com,1970,Tech,11-50,"London, CA, USA",USA,https://linkedin.com/company/globexcorp121,4406,4585
122,Globex Corp 122,globexcorp122.com,1994,Chemicals,501-1000,"London, CA, UK",UK,https://linkedin.com/company/globexcorp122,8581,8940
123,Globex Corp 123,globexcorp123.com,2021,Tech,51-200,"New York, State, UK",UK,https://linkedin.com/company/globexcorp123,5784,6284
124,Acme Corp 124,acmecorp124.com,1997,Engineering,5001-10000,"San Francisco, State, USA",USA,https://linkedin.com/company/acmecorp124,3006,3280
125,Wonka Corp 125,wonkacorp125.com,2014,Tech,5001-10000,"Gotham, State, USA",USA,https://linkedin.com/company/wonkacorp125,4700,4972
126,Wonka Corp 126,wonkacorp126.com,2019,Chemicals,51-200,"San Francisco, NY, UK",UK,https://linkedin.com/company/wonkacorp126,4094,4419
